C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_347.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_347.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_347.jpg,0,0,0,2.80409E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_429.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_429.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_429.jpg,0,0,0,6.296517E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_501.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_501.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_501.jpg,0,0,0,4.202338E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_584.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_584.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_584.jpg,0,0,0,5.167662E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_665.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_665.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_665.jpg,0,0,0,7.128538E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_741.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_741.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_741.jpg,0,0,0,2.020932E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_816.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_816.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_816.jpg,0,0,0,3.351044E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_899.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_899.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_899.jpg,0,0,0,3.284802E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_10_968.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_10_968.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_10_968.jpg,0,0,0,3.438231E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_058.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_058.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_058.jpg,0,0,0,2.907556E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_135.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_135.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_135.jpg,0,0,0,2.060622E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_224.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_224.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_224.jpg,0,0,0,3.638223E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_295.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_295.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_295.jpg,0,0,0,5.034896E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_375.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_375.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_375.jpg,0,0,0,6.464011E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_448.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_448.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_448.jpg,0,0,0,1.329251E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_539.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_539.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_539.jpg,0,0,0,3.351306E-06
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_638.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_638.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_638.jpg,0,0,0,0.09703647
C:\Users\Anant Yash\Desktop\data\IMG\center_2018_02_26_23_22_11_720.jpg,C:\Users\Anant Yash\Desktop\data\IMG\left_2018_02_26_23_22_11_720.jpg,C:\Users\Anant Yash\Desktop\data\IMG\right_2018_02_26_23_22_11_720.jpg,0,0,0,0.09627046
